bug: abort in add_browser, pair: (abort, gettimeofday), support: 16, confidence: 80.00%
bug: conv_apr_sockaddr in apr_vformatter, pair: (apr_strerror, conv_apr_sockaddr), support: 36, confidence: 87.80%
bug: conv_apr_sockaddr in ap_signal_server, pair: (apr_strerror, conv_apr_sockaddr), support: 36, confidence: 87.80%
bug: conv_apr_sockaddr in fix_hostname, pair: (apr_strerror, conv_apr_sockaddr), support: 36, confidence: 87.80%
bug: conv_fp in ap_fini_vhost_config, pair: (apr_strerror, conv_fp), support: 36, confidence: 87.80%
bug: conv_fp in ap_mpm_run, pair: (apr_strerror, conv_fp), support: 36, confidence: 87.80%
bug: conv_fp in apr_vformatter, pair: (apr_strerror, conv_fp), support: 36, confidence: 87.80%
bug: conv_fp in ap_signal_server, pair: (apr_strerror, conv_fp), support: 36, confidence: 87.80%
bug: conv_fp in fix_hostname, pair: (apr_strerror, conv_fp), support: 36, confidence: 87.80%
bug: conv_in_addr in ap_fini_vhost_config, pair: (apr_strerror, conv_in_addr), support: 36, confidence: 87.80%
bug: conv_in_addr in ap_mpm_run, pair: (apr_strerror, conv_in_addr), support: 36, confidence: 87.80%
bug: conv_in_addr in apr_vformatter, pair: (apr_strerror, conv_in_addr), support: 36, confidence: 87.80%
bug: conv_in_addr in ap_signal_server, pair: (apr_strerror, conv_in_addr), support: 36, confidence: 87.80%
bug: conv_in_addr in fix_hostname, pair: (apr_strerror, conv_in_addr), support: 36, confidence: 87.80%
bug: conv_os_thread_t_hex in ap_fini_vhost_config, pair: (apr_strerror, conv_os_thread_t_hex), support: 36, confidence: 87.80%
bug: conv_os_thread_t_hex in ap_mpm_run, pair: (apr_strerror, conv_os_thread_t_hex), support: 36, confidence: 87.80%
bug: conv_os_thread_t_hex in apr_vformatter, pair: (apr_strerror, conv_os_thread_t_hex), support: 36, confidence: 87.80%
bug: conv_os_thread_t_hex in ap_signal_server, pair: (apr_strerror, conv_os_thread_t_hex), support: 36, confidence: 87.80%
bug: conv_os_thread_t_hex in fix_hostname, pair: (apr_strerror, conv_os_thread_t_hex), support: 36, confidence: 87.80%
bug: conv_os_thread_t in ap_fini_vhost_config, pair: (apr_strerror, conv_os_thread_t), support: 36, confidence: 87.80%
bug: conv_os_thread_t in ap_mpm_run, pair: (apr_strerror, conv_os_thread_t), support: 36, confidence: 87.80%
bug: conv_os_thread_t in apr_vformatter, pair: (apr_strerror, conv_os_thread_t), support: 36, confidence: 87.80%
bug: conv_os_thread_t in ap_signal_server, pair: (apr_strerror, conv_os_thread_t), support: 36, confidence: 87.80%
bug: conv_os_thread_t in fix_hostname, pair: (apr_strerror, conv_os_thread_t), support: 36, confidence: 87.80%
bug: conv_p2 in conv_os_thread_t_hex, pair: (conv_10, conv_p2), support: 68, confidence: 97.14%
bug: conv_p2 in conv_os_thread_t_hex, pair: (conv_p2, strchr), support: 68, confidence: 97.14%
bug: conv_p2 in conv_os_thread_t_hex, pair: (conv_p2, strlen), support: 68, confidence: 97.14%
bug: conv_p2 in conv_os_thread_t_hex, pair: (__ctype_b_loc, conv_p2), support: 68, confidence: 97.14%
bug: conv_p2 in conv_os_thread_t_hex, pair: (__isinf, conv_p2), support: 68, confidence: 97.14%
bug: conv_p2 in conv_os_thread_t_hex, pair: (__isinff, conv_p2), support: 68, confidence: 97.14%
bug: conv_p2 in conv_os_thread_t_hex, pair: (__isinfl, conv_p2), support: 68, confidence: 97.14%
bug: conv_p2 in conv_os_thread_t_hex, pair: (__isnan, conv_p2), support: 68, confidence: 97.14%
bug: conv_p2 in conv_os_thread_t_hex, pair: (__isnanf, conv_p2), support: 68, confidence: 97.14%
bug: conv_p2 in conv_os_thread_t_hex, pair: (__isnanl, conv_p2), support: 68, confidence: 97.14%
bug: conv_p2 in conv_p2_quad, pair: (conv_10, conv_p2), support: 68, confidence: 97.14%
bug: conv_p2 in conv_p2_quad, pair: (conv_p2, strchr), support: 68, confidence: 97.14%
bug: conv_p2 in conv_p2_quad, pair: (conv_p2, strlen), support: 68, confidence: 97.14%
bug: conv_p2 in conv_p2_quad, pair: (__ctype_b_loc, conv_p2), support: 68, confidence: 97.14%
bug: conv_p2 in conv_p2_quad, pair: (__isinf, conv_p2), support: 68, confidence: 97.14%
bug: conv_p2 in conv_p2_quad, pair: (__isinff, conv_p2), support: 68, confidence: 97.14%
bug: conv_p2 in conv_p2_quad, pair: (__isinfl, conv_p2), support: 68, confidence: 97.14%
bug: conv_p2 in conv_p2_quad, pair: (__isnan, conv_p2), support: 68, confidence: 97.14%
bug: conv_p2 in conv_p2_quad, pair: (__isnanf, conv_p2), support: 68, confidence: 97.14%
bug: conv_p2 in conv_p2_quad, pair: (__isnanl, conv_p2), support: 68, confidence: 97.14%
bug: conv_p2_quad in ap_fini_vhost_config, pair: (apr_strerror, conv_p2_quad), support: 36, confidence: 87.80%
bug: conv_p2_quad in ap_mpm_run, pair: (apr_strerror, conv_p2_quad), support: 36, confidence: 87.80%
bug: conv_p2_quad in apr_vformatter, pair: (apr_strerror, conv_p2_quad), support: 36, confidence: 87.80%
bug: conv_p2_quad in ap_signal_server, pair: (apr_strerror, conv_p2_quad), support: 36, confidence: 87.80%
bug: conv_p2_quad in fix_hostname, pair: (apr_strerror, conv_p2_quad), support: 36, confidence: 87.80%
bug: destroy_resource in apr_reslist_release, pair: (destroy_resource, pop_resource), support: 19, confidence: 82.61%
bug: destroy_resource in mget_conn_result, pair: (destroy_resource, pop_resource), support: 19, confidence: 82.61%
bug: destroy_resource in ms_release_conn, pair: (destroy_resource, pop_resource), support: 19, confidence: 82.61%
bug: destroy_resource in reslist_maint, pair: (destroy_resource, pop_resource), support: 19, confidence: 82.61%
bug: exit in apr_proc_detach, pair: (apr_thread_mutex_lock, exit), support: 18, confidence: 81.82%
bug: exit in apr_proc_detach, pair: (apr_thread_mutex_unlock, exit), support: 18, confidence: 81.82%
bug: exit in unixd_pre_config, pair: (apr_thread_mutex_lock, exit), support: 18, confidence: 81.82%
bug: exit in unixd_pre_config, pair: (apr_thread_mutex_unlock, exit), support: 18, confidence: 81.82%
bug: exit in unixd_set_group, pair: (apr_thread_mutex_lock, exit), support: 18, confidence: 81.82%
bug: exit in unixd_set_group, pair: (apr_thread_mutex_unlock, exit), support: 18, confidence: 81.82%
bug: exit in unixd_set_user, pair: (apr_thread_mutex_lock, exit), support: 18, confidence: 81.82%
bug: exit in unixd_set_user, pair: (apr_thread_mutex_unlock, exit), support: 18, confidence: 81.82%
bug: filetype_from_mode in fill_out_finfo, pair: (__errno_location, filetype_from_mode), support: 14, confidence: 93.33%
bug: find_entry in add_custom_log, pair: (find_entry, strlen), support: 20, confidence: 80.00%
bug: find_entry in apr_thread_pool_task_owner_get, pair: (find_entry, strlen), support: 20, confidence: 80.00%
bug: find_entry in core_override_type, pair: (find_entry, strlen), support: 20, confidence: 80.00%
bug: find_entry in log_format, pair: (find_entry, strlen), support: 20, confidence: 80.00%
bug: find_entry in open_multi_logs, pair: (find_entry, strlen), support: 20, confidence: 80.00%
bug: fputc in apr_hook_sort_all, pair: (fputc, fputs), support: 38, confidence: 90.48%
bug: fputc in ap_setup_prelinked_modules, pair: (fputc, fputs), support: 38, confidence: 90.48%
bug: fputc in main, pair: (fputc, fputs), support: 38, confidence: 90.48%
bug: fputc in sort_hook, pair: (fputc, fputs), support: 38, confidence: 90.48%
bug: free_container in apr_reslist_release, pair: (free_container, pop_resource), support: 19, confidence: 82.61%
bug: free_container in mget_conn_result, pair: (free_container, pop_resource), support: 19, confidence: 82.61%
bug: free_container in ms_release_conn, pair: (free_container, pop_resource), support: 19, confidence: 82.61%
bug: free_container in reslist_maint, pair: (free_container, pop_resource), support: 19, confidence: 82.61%
bug: free_proc_chain in accept_mutex_on, pair: (__errno_location, free_proc_chain), support: 37, confidence: 80.43%
bug: free_proc_chain in ap_fixup_virtual_hosts, pair: (__errno_location, free_proc_chain), support: 37, confidence: 80.43%
bug: free_proc_chain in ap_mpm_run, pair: (allocator_free, free_proc_chain), support: 45, confidence: 97.83%
bug: free_proc_chain in apr_memcache_add, pair: (apr_allocator_destroy, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_memcache_add, pair: (apr_allocator_mutex_get, free_proc_chain), support: 40, confidence: 86.96%
bug: free_proc_chain in apr_memcache_add, pair: (apr_allocator_mutex_set, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_memcache_add, pair: (apr_allocator_owner_get, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_memcache_decr, pair: (apr_allocator_destroy, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_memcache_decr, pair: (apr_allocator_mutex_get, free_proc_chain), support: 40, confidence: 86.96%
bug: free_proc_chain in apr_memcache_decr, pair: (apr_allocator_mutex_set, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_memcache_decr, pair: (apr_allocator_owner_get, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_memcache_find_server_hash_default, pair: (apr_allocator_destroy, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_memcache_find_server_hash_default, pair: (apr_allocator_mutex_get, free_proc_chain), support: 40, confidence: 86.96%
bug: free_proc_chain in apr_memcache_find_server_hash_default, pair: (apr_allocator_mutex_set, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_memcache_find_server_hash_default, pair: (apr_allocator_owner_get, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_memcache_incr, pair: (apr_allocator_destroy, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_memcache_incr, pair: (apr_allocator_mutex_get, free_proc_chain), support: 40, confidence: 86.96%
bug: free_proc_chain in apr_memcache_incr, pair: (apr_allocator_mutex_set, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_memcache_incr, pair: (apr_allocator_owner_get, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_memcache_replace, pair: (apr_allocator_destroy, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_memcache_replace, pair: (apr_allocator_mutex_get, free_proc_chain), support: 40, confidence: 86.96%
bug: free_proc_chain in apr_memcache_replace, pair: (apr_allocator_mutex_set, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_memcache_replace, pair: (apr_allocator_owner_get, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_memcache_set, pair: (apr_allocator_destroy, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_memcache_set, pair: (apr_allocator_mutex_get, free_proc_chain), support: 40, confidence: 86.96%
bug: free_proc_chain in apr_memcache_set, pair: (apr_allocator_mutex_set, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_memcache_set, pair: (apr_allocator_owner_get, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in apr_pool_destroy, pair: (apr_pool_destroy, free_proc_chain), support: 45, confidence: 97.83%
bug: free_proc_chain in apr_terminate2, pair: (__errno_location, free_proc_chain), support: 37, confidence: 80.43%
bug: free_proc_chain in apr_terminate, pair: (__errno_location, free_proc_chain), support: 37, confidence: 80.43%
bug: free_proc_chain in init_process, pair: (__errno_location, free_proc_chain), support: 37, confidence: 80.43%
bug: free_proc_chain in just_die, pair: (__errno_location, free_proc_chain), support: 37, confidence: 80.43%
bug: free_proc_chain in mget_conn_result, pair: (__errno_location, free_proc_chain), support: 37, confidence: 80.43%
bug: free_proc_chain in startup_children, pair: (apr_allocator_destroy, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in startup_children, pair: (apr_allocator_mutex_set, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in startup_children, pair: (apr_allocator_owner_get, free_proc_chain), support: 39, confidence: 84.78%
bug: free_proc_chain in thread_pool_func, pair: (__errno_location, free_proc_chain), support: 37, confidence: 80.43%
bug: free_proc_chain in usage, pair: (__errno_location, free_proc_chain), support: 37, confidence: 80.43%
bug: fstat in apr_file_info_get_locked, pair: (apr_thread_mutex_lock, fstat), support: 19, confidence: 95.00%
bug: fstat in apr_file_info_get_locked, pair: (apr_thread_mutex_unlock, fstat), support: 19, confidence: 95.00%
bug: fstat in apr_file_info_get_locked, pair: (fstat, lseek), support: 18, confidence: 90.00%
bug: fstat in apr_file_info_get, pair: (fstat, lseek), support: 18, confidence: 90.00%
bug: gai_strerror in allow_cmd, pair: (apr_os_strerror, gai_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in allow_cmd, pair: (apr_thread_mutex_lock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in allow_cmd, pair: (apr_thread_mutex_unlock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in allow_cmd, pair: (gai_strerror, native_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in allow_cmd, pair: (gai_strerror, strcpy), support: 96, confidence: 94.12%
bug: gai_strerror in allow_cmd, pair: (gai_strerror, strlen), support: 99, confidence: 97.06%
bug: gai_strerror in allow_cmd, pair: (gai_strerror, stuffbuffer), support: 98, confidence: 96.08%
bug: gai_strerror in ap_http_chunk_filter, pair: (apr_thread_mutex_lock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in ap_http_chunk_filter, pair: (apr_thread_mutex_unlock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in ap_log_cerror, pair: (apr_os_strerror, gai_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in ap_log_cerror, pair: (gai_strerror, native_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in ap_log_error, pair: (apr_os_strerror, gai_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in ap_log_error, pair: (gai_strerror, native_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in ap_log_perror, pair: (apr_os_strerror, gai_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in ap_log_perror, pair: (gai_strerror, native_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in ap_log_rerror, pair: (apr_os_strerror, gai_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in ap_log_rerror, pair: (gai_strerror, native_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in ap_open_piped_log_ex, pair: (apr_os_strerror, gai_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in ap_open_piped_log_ex, pair: (gai_strerror, native_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in ap_open_piped_log, pair: (gai_strerror, strcpy), support: 96, confidence: 94.12%
bug: gai_strerror in ap_process_resource_config, pair: (gai_strerror, strcpy), support: 96, confidence: 94.12%
bug: gai_strerror in apr_brigade_printf, pair: (apr_thread_mutex_lock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in apr_brigade_printf, pair: (apr_thread_mutex_unlock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in apr_brigade_vprintf, pair: (apr_os_strerror, gai_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in apr_brigade_vprintf, pair: (apr_thread_mutex_lock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in apr_brigade_vprintf, pair: (apr_thread_mutex_unlock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in apr_brigade_vprintf, pair: (gai_strerror, native_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in ap_regerror, pair: (apr_thread_mutex_lock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in ap_regerror, pair: (apr_thread_mutex_unlock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in apr_file_printf, pair: (apr_os_strerror, gai_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in apr_file_printf, pair: (gai_strerror, native_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in ap_rprintf, pair: (apr_thread_mutex_lock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in ap_rprintf, pair: (apr_thread_mutex_unlock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in apr_pvsprintf, pair: (apr_os_strerror, gai_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in apr_pvsprintf, pair: (gai_strerror, native_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in apr_snprintf, pair: (apr_os_strerror, gai_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in apr_snprintf, pair: (apr_thread_mutex_lock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in apr_snprintf, pair: (apr_thread_mutex_unlock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in apr_snprintf, pair: (gai_strerror, native_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in apr_strerror, pair: (apr_os_strerror, gai_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in apr_strerror, pair: (apr_thread_mutex_lock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in apr_strerror, pair: (apr_thread_mutex_unlock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in apr_strerror, pair: (gai_strerror, native_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in apr_strerror, pair: (gai_strerror, strcpy), support: 96, confidence: 94.12%
bug: gai_strerror in apr_strerror, pair: (gai_strerror, strlen), support: 99, confidence: 97.06%
bug: gai_strerror in apr_strerror, pair: (gai_strerror, stuffbuffer), support: 98, confidence: 96.08%
bug: gai_strerror in apr_strfsize, pair: (apr_thread_mutex_lock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in apr_strfsize, pair: (apr_thread_mutex_unlock, gai_strerror), support: 84, confidence: 82.35%
bug: gai_strerror in apr_vformatter, pair: (apr_os_strerror, gai_strerror), support: 87, confidence: 85.29%
bug: gai_strerror in apr_vformatter, pair: (apr_thread_mutex_lock, gai_strerror), support: 84, confidence: 82.35%
