bug: abort in add_browser, pair: (abort, lseek), support: 16, confidence: 80.00%
bug: kill in ap_reclaim_child_processes, pair: (apr_allocator_mutex_set, kill), support: 47, confidence: 81.03%
bug: kill in ap_reclaim_child_processes, pair: (apr_allocator_owner_get, kill), support: 47, confidence: 81.03%
bug: kill in ap_reclaim_child_processes, pair: (apr_proc_kill, kill), support: 47, confidence: 81.03%
bug: kill in ap_reclaim_child_processes, pair: (free, kill), support: 48, confidence: 82.76%
bug: kill in ap_reclaim_child_processes, pair: (free_proc_chain, kill), support: 47, confidence: 81.03%
bug: kill in ap_reclaim_child_processes, pair: (kill, run_cleanups), support: 47, confidence: 81.03%
bug: kill in ap_relieve_child_processes, pair: (apr_allocator_mutex_get, kill), support: 47, confidence: 81.03%
bug: kill in ap_relieve_child_processes, pair: (apr_allocator_mutex_set, kill), support: 47, confidence: 81.03%
bug: kill in ap_relieve_child_processes, pair: (apr_allocator_owner_get, kill), support: 47, confidence: 81.03%
bug: kill in ap_relieve_child_processes, pair: (apr_proc_kill, kill), support: 47, confidence: 81.03%
bug: kill in ap_relieve_child_processes, pair: (apr_sleep, kill), support: 49, confidence: 84.48%
bug: kill in ap_relieve_child_processes, pair: (free, kill), support: 48, confidence: 82.76%
bug: kill in ap_relieve_child_processes, pair: (free_proc_chain, kill), support: 47, confidence: 81.03%
bug: kill in ap_relieve_child_processes, pair: (kill, run_cleanups), support: 47, confidence: 81.03%
bug: kill in apr_proc_kill, pair: (apr_allocator_mutex_get, kill), support: 47, confidence: 81.03%
bug: kill in apr_proc_kill, pair: (apr_allocator_mutex_set, kill), support: 47, confidence: 81.03%
bug: kill in apr_proc_kill, pair: (apr_allocator_owner_get, kill), support: 47, confidence: 81.03%
bug: kill in apr_proc_kill, pair: (apr_proc_kill, kill), support: 47, confidence: 81.03%
bug: kill in apr_proc_kill, pair: (apr_sleep, kill), support: 49, confidence: 84.48%
bug: kill in apr_proc_kill, pair: (apr_thread_mutex_lock, kill), support: 55, confidence: 94.83%
bug: kill in apr_proc_kill, pair: (apr_thread_mutex_unlock, kill), support: 55, confidence: 94.83%
bug: kill in apr_proc_kill, pair: (free, kill), support: 48, confidence: 82.76%
bug: kill in apr_proc_kill, pair: (free_proc_chain, kill), support: 47, confidence: 81.03%
bug: kill in apr_proc_kill, pair: (kill, run_cleanups), support: 47, confidence: 81.03%
bug: kill in ap_signal_server, pair: (apr_allocator_mutex_get, kill), support: 47, confidence: 81.03%
bug: kill in ap_signal_server, pair: (apr_allocator_mutex_set, kill), support: 47, confidence: 81.03%
bug: kill in ap_signal_server, pair: (apr_allocator_owner_get, kill), support: 47, confidence: 81.03%
bug: kill in ap_signal_server, pair: (apr_proc_kill, kill), support: 47, confidence: 81.03%
bug: kill in ap_signal_server, pair: (apr_sleep, kill), support: 49, confidence: 84.48%
bug: kill in ap_signal_server, pair: (free_proc_chain, kill), support: 47, confidence: 81.03%
bug: kill in ap_signal_server, pair: (kill, run_cleanups), support: 47, confidence: 81.03%
bug: kill in free_proc_chain, pair: (apr_allocator_mutex_get, kill), support: 47, confidence: 81.03%
bug: kill in free_proc_chain, pair: (apr_allocator_mutex_set, kill), support: 47, confidence: 81.03%
bug: kill in free_proc_chain, pair: (apr_allocator_owner_get, kill), support: 47, confidence: 81.03%
bug: kill in free_proc_chain, pair: (apr_proc_kill, kill), support: 47, confidence: 81.03%
bug: kill in free_proc_chain, pair: (apr_thread_mutex_lock, kill), support: 55, confidence: 94.83%
bug: kill in free_proc_chain, pair: (apr_thread_mutex_unlock, kill), support: 55, confidence: 94.83%
bug: kill in free_proc_chain, pair: (free, kill), support: 48, confidence: 82.76%
bug: kill in free_proc_chain, pair: (free_proc_chain, kill), support: 47, confidence: 81.03%
bug: kill in free_proc_chain, pair: (kill, run_cleanups), support: 47, confidence: 81.03%
bug: kill in piped_log_cleanup, pair: (apr_allocator_mutex_get, kill), support: 47, confidence: 81.03%
bug: kill in piped_log_cleanup, pair: (apr_allocator_mutex_set, kill), support: 47, confidence: 81.03%
bug: kill in piped_log_cleanup, pair: (apr_allocator_owner_get, kill), support: 47, confidence: 81.03%
bug: kill in piped_log_cleanup, pair: (apr_proc_kill, kill), support: 47, confidence: 81.03%
bug: kill in piped_log_cleanup, pair: (apr_sleep, kill), support: 49, confidence: 84.48%
bug: kill in piped_log_cleanup, pair: (apr_thread_mutex_lock, kill), support: 55, confidence: 94.83%
bug: kill in piped_log_cleanup, pair: (apr_thread_mutex_unlock, kill), support: 55, confidence: 94.83%
bug: kill in piped_log_cleanup, pair: (free, kill), support: 48, confidence: 82.76%
bug: kill in piped_log_cleanup, pair: (free_proc_chain, kill), support: 47, confidence: 81.03%
bug: kill in piped_log_cleanup, pair: (kill, run_cleanups), support: 47, confidence: 81.03%
bug: kill in piped_log_maintenance, pair: (apr_allocator_mutex_get, kill), support: 47, confidence: 81.03%
bug: kill in piped_log_maintenance, pair: (apr_allocator_mutex_set, kill), support: 47, confidence: 81.03%
bug: kill in piped_log_maintenance, pair: (apr_allocator_owner_get, kill), support: 47, confidence: 81.03%
bug: kill in piped_log_maintenance, pair: (apr_proc_kill, kill), support: 47, confidence: 81.03%
bug: kill in piped_log_maintenance, pair: (apr_sleep, kill), support: 49, confidence: 84.48%
bug: kill in piped_log_maintenance, pair: (free, kill), support: 48, confidence: 82.76%
bug: kill in piped_log_maintenance, pair: (free_proc_chain, kill), support: 47, confidence: 81.03%
bug: kill in piped_log_maintenance, pair: (kill, run_cleanups), support: 47, confidence: 81.03%
bug: kill in reclaim_one_pid, pair: (apr_allocator_mutex_get, kill), support: 47, confidence: 81.03%
bug: kill in reclaim_one_pid, pair: (apr_allocator_mutex_set, kill), support: 47, confidence: 81.03%
bug: kill in reclaim_one_pid, pair: (apr_allocator_owner_get, kill), support: 47, confidence: 81.03%
bug: kill in reclaim_one_pid, pair: (apr_proc_kill, kill), support: 47, confidence: 81.03%
bug: kill in reclaim_one_pid, pair: (apr_sleep, kill), support: 49, confidence: 84.48%
bug: kill in reclaim_one_pid, pair: (free, kill), support: 48, confidence: 82.76%
bug: kill in reclaim_one_pid, pair: (free_proc_chain, kill), support: 47, confidence: 81.03%
bug: kill in reclaim_one_pid, pair: (kill, run_cleanups), support: 47, confidence: 81.03%
bug: kill in send_signal, pair: (apr_allocator_mutex_get, kill), support: 47, confidence: 81.03%
bug: kill in send_signal, pair: (apr_allocator_mutex_set, kill), support: 47, confidence: 81.03%
bug: kill in send_signal, pair: (apr_allocator_owner_get, kill), support: 47, confidence: 81.03%
bug: kill in send_signal, pair: (apr_proc_kill, kill), support: 47, confidence: 81.03%
bug: kill in send_signal, pair: (apr_sleep, kill), support: 49, confidence: 84.48%
bug: kill in send_signal, pair: (free, kill), support: 48, confidence: 82.76%
bug: kill in send_signal, pair: (free_proc_chain, kill), support: 47, confidence: 81.03%
bug: kill in send_signal, pair: (kill, run_cleanups), support: 47, confidence: 81.03%
bug: kill in sig_coredump, pair: (apr_allocator_mutex_get, kill), support: 47, confidence: 81.03%
bug: kill in sig_coredump, pair: (apr_allocator_mutex_set, kill), support: 47, confidence: 81.03%
bug: kill in sig_coredump, pair: (apr_allocator_owner_get, kill), support: 47, confidence: 81.03%
bug: kill in sig_coredump, pair: (apr_proc_kill, kill), support: 47, confidence: 81.03%
bug: kill in sig_coredump, pair: (apr_sleep, kill), support: 49, confidence: 84.48%
bug: kill in sig_coredump, pair: (free, kill), support: 48, confidence: 82.76%
bug: kill in sig_coredump, pair: (free_proc_chain, kill), support: 47, confidence: 81.03%
bug: kill in sig_coredump, pair: (kill, run_cleanups), support: 47, confidence: 81.03%
bug: localtime_r in add_browser, pair: (localtime_r, zeroinitializer), support: 88, confidence: 80.73%
bug: localtime_r in add_setenvif_core, pair: (localtime_r, zeroinitializer), support: 88, confidence: 80.73%
bug: localtime_r in add_setenvif, pair: (localtime_r, zeroinitializer), support: 88, confidence: 80.73%
bug: localtime_r in ap_basic_http_header, pair: (apr_cpystrn, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_basic_http_header, pair: (apr_error_string, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_basic_http_header, pair: (apr_thread_mutex_lock, localtime_r), support: 92, confidence: 84.40%
bug: localtime_r in ap_basic_http_header, pair: (apr_thread_mutex_unlock, localtime_r), support: 92, confidence: 84.40%
bug: localtime_r in ap_basic_http_header, pair: (conv_10, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_basic_http_header, pair: (conv_p2, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_basic_http_header, pair: (__ctype_b_loc, localtime_r), support: 91, confidence: 83.49%
bug: localtime_r in ap_basic_http_header, pair: (gai_strerror, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_basic_http_header, pair: (gettimeofday, localtime_r), support: 92, confidence: 84.40%
bug: localtime_r in ap_basic_http_header, pair: (hstrerror, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_basic_http_header, pair: (__isinff, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_basic_http_header, pair: (__isinfl, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_basic_http_header, pair: (__isinf, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_basic_http_header, pair: (__isnanf, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_basic_http_header, pair: (__isnanl, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_basic_http_header, pair: (__isnan, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_basic_http_header, pair: (localtime_r, strchr), support: 91, confidence: 83.49%
bug: localtime_r in ap_basic_http_header, pair: (localtime_r, strcpy), support: 88, confidence: 80.73%
bug: localtime_r in ap_basic_http_header, pair: (localtime_r, strerror_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_basic_http_header, pair: (localtime_r, strrchr), support: 89, confidence: 81.65%
bug: localtime_r in ap_explode_recent_gmt, pair: (apr_cpystrn, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_gmt, pair: (apr_error_string, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_gmt, pair: (apr_thread_mutex_lock, localtime_r), support: 92, confidence: 84.40%
bug: localtime_r in ap_explode_recent_gmt, pair: (apr_thread_mutex_unlock, localtime_r), support: 92, confidence: 84.40%
bug: localtime_r in ap_explode_recent_gmt, pair: (conv_10, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_gmt, pair: (conv_p2, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_gmt, pair: (__ctype_b_loc, localtime_r), support: 91, confidence: 83.49%
bug: localtime_r in ap_explode_recent_gmt, pair: (__errno_location, localtime_r), support: 90, confidence: 82.57%
bug: localtime_r in ap_explode_recent_gmt, pair: (gai_strerror, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_gmt, pair: (gettimeofday, localtime_r), support: 92, confidence: 84.40%
bug: localtime_r in ap_explode_recent_gmt, pair: (hstrerror, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_gmt, pair: (__isinff, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_gmt, pair: (__isinfl, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_gmt, pair: (__isinf, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_gmt, pair: (__isnanf, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_gmt, pair: (__isnanl, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_gmt, pair: (__isnan, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_gmt, pair: (localtime_r, strchr), support: 91, confidence: 83.49%
bug: localtime_r in ap_explode_recent_gmt, pair: (localtime_r, strcpy), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_gmt, pair: (localtime_r, strerror_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_gmt, pair: (localtime_r, strlen), support: 94, confidence: 86.24%
bug: localtime_r in ap_explode_recent_gmt, pair: (localtime_r, strrchr), support: 89, confidence: 81.65%
bug: localtime_r in ap_explode_recent_localtime, pair: (apr_cpystrn, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_localtime, pair: (apr_error_string, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_localtime, pair: (apr_thread_mutex_lock, localtime_r), support: 92, confidence: 84.40%
bug: localtime_r in ap_explode_recent_localtime, pair: (apr_thread_mutex_unlock, localtime_r), support: 92, confidence: 84.40%
bug: localtime_r in ap_explode_recent_localtime, pair: (conv_10, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_localtime, pair: (conv_p2, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_localtime, pair: (__ctype_b_loc, localtime_r), support: 91, confidence: 83.49%
bug: localtime_r in ap_explode_recent_localtime, pair: (__errno_location, localtime_r), support: 90, confidence: 82.57%
bug: localtime_r in ap_explode_recent_localtime, pair: (gai_strerror, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_localtime, pair: (gettimeofday, localtime_r), support: 92, confidence: 84.40%
bug: localtime_r in ap_explode_recent_localtime, pair: (hstrerror, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_localtime, pair: (__isinff, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_localtime, pair: (__isinfl, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_localtime, pair: (__isinf, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_localtime, pair: (__isnanf, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_localtime, pair: (__isnanl, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_localtime, pair: (__isnan, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_localtime, pair: (localtime_r, strchr), support: 91, confidence: 83.49%
bug: localtime_r in ap_explode_recent_localtime, pair: (localtime_r, strcpy), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_localtime, pair: (localtime_r, strerror_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_explode_recent_localtime, pair: (localtime_r, strlen), support: 94, confidence: 86.24%
bug: localtime_r in ap_explode_recent_localtime, pair: (localtime_r, strrchr), support: 89, confidence: 81.65%
bug: localtime_r in ap_ht_time, pair: (apr_cpystrn, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_ht_time, pair: (apr_error_string, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_ht_time, pair: (conv_10, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_ht_time, pair: (conv_p2, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_ht_time, pair: (__ctype_b_loc, localtime_r), support: 91, confidence: 83.49%
bug: localtime_r in ap_ht_time, pair: (__errno_location, localtime_r), support: 90, confidence: 82.57%
bug: localtime_r in ap_ht_time, pair: (gai_strerror, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_ht_time, pair: (gettimeofday, localtime_r), support: 92, confidence: 84.40%
bug: localtime_r in ap_ht_time, pair: (hstrerror, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_ht_time, pair: (__isinff, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_ht_time, pair: (__isinfl, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_ht_time, pair: (__isinf, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_ht_time, pair: (__isnanf, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_ht_time, pair: (__isnanl, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_ht_time, pair: (__isnan, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_ht_time, pair: (localtime_r, strchr), support: 91, confidence: 83.49%
bug: localtime_r in ap_ht_time, pair: (localtime_r, strcpy), support: 88, confidence: 80.73%
bug: localtime_r in ap_ht_time, pair: (localtime_r, strerror_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_ht_time, pair: (localtime_r, strrchr), support: 89, confidence: 81.65%
bug: localtime_r in ap_http_header_filter, pair: (apr_cpystrn, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_http_header_filter, pair: (apr_error_string, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_http_header_filter, pair: (conv_10, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_http_header_filter, pair: (conv_p2, localtime_r), support: 88, confidence: 80.73%
bug: localtime_r in ap_http_header_filter, pair: (gai_strerror, localtime_r), support: 88, confidence: 80.73%
