bug: abort in add_browser, pair: (abort, ap_run_error_log), support: 16, confidence: 80.00%
bug: conv_os_thread_t_hex in apr_dbm_get_usednames, pair: (__errno_location, conv_os_thread_t_hex), support: 76, confidence: 88.37%
bug: conv_os_thread_t_hex in apr_dbm_open, pair: (apr_error_string, conv_os_thread_t_hex), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in apr_dbm_open, pair: (conv_os_thread_t_hex, gai_strerror), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in apr_dbm_open, pair: (conv_os_thread_t_hex, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in apr_dbm_open, pair: (conv_os_thread_t_hex, strcpy), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in apr_dbm_open, pair: (conv_os_thread_t_hex, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in apr_dbm_open, pair: (conv_os_thread_t_hex, strrchr), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in apr_dbm_open, pair: (__errno_location, conv_os_thread_t_hex), support: 76, confidence: 88.37%
bug: conv_os_thread_t_hex in apr_file_printf, pair: (apr_strerror, conv_os_thread_t_hex), support: 78, confidence: 90.70%
bug: conv_os_thread_t_hex in apr_file_printf, pair: (conv_os_thread_t_hex, strrchr), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in apr_pvsprintf, pair: (apr_strerror, conv_os_thread_t_hex), support: 78, confidence: 90.70%
bug: conv_os_thread_t_hex in apr_pvsprintf, pair: (conv_os_thread_t_hex, strrchr), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in apr_snprintf, pair: (apr_strerror, conv_os_thread_t_hex), support: 78, confidence: 90.70%
bug: conv_os_thread_t_hex in apr_snprintf, pair: (apr_thread_mutex_lock, conv_os_thread_t_hex), support: 80, confidence: 93.02%
bug: conv_os_thread_t_hex in apr_snprintf, pair: (apr_thread_mutex_unlock, conv_os_thread_t_hex), support: 80, confidence: 93.02%
bug: conv_os_thread_t_hex in apr_snprintf, pair: (conv_os_thread_t_hex, strrchr), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in apr_vsnprintf, pair: (apr_strerror, conv_os_thread_t_hex), support: 78, confidence: 90.70%
bug: conv_os_thread_t_hex in apr_vsnprintf, pair: (apr_thread_mutex_lock, conv_os_thread_t_hex), support: 80, confidence: 93.02%
bug: conv_os_thread_t_hex in apr_vsnprintf, pair: (apr_thread_mutex_unlock, conv_os_thread_t_hex), support: 80, confidence: 93.02%
bug: conv_os_thread_t_hex in apr_vsnprintf, pair: (conv_os_thread_t_hex, strrchr), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in ap_setup_prelinked_modules, pair: (apr_cpystrn, conv_os_thread_t_hex), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in ap_setup_prelinked_modules, pair: (apr_error_string, conv_os_thread_t_hex), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in ap_setup_prelinked_modules, pair: (conv_os_thread_t_hex, gai_strerror), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in ap_setup_prelinked_modules, pair: (conv_os_thread_t_hex, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in ap_setup_prelinked_modules, pair: (conv_os_thread_t_hex, strcpy), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in ap_setup_prelinked_modules, pair: (conv_os_thread_t_hex, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in ap_setup_prelinked_modules, pair: (__errno_location, conv_os_thread_t_hex), support: 76, confidence: 88.37%
bug: conv_os_thread_t_hex in ap_update_vhost_from_headers, pair: (apr_cpystrn, conv_os_thread_t_hex), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in ap_update_vhost_from_headers, pair: (apr_strerror, conv_os_thread_t_hex), support: 78, confidence: 90.70%
bug: conv_os_thread_t_hex in ap_update_vhost_from_headers, pair: (conv_os_thread_t_hex, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in ap_update_vhost_from_headers, pair: (conv_os_thread_t_hex, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in ap_update_vhost_from_headers, pair: (__errno_location, conv_os_thread_t_hex), support: 76, confidence: 88.37%
bug: conv_os_thread_t_hex in ap_vrprintf, pair: (apr_strerror, conv_os_thread_t_hex), support: 78, confidence: 90.70%
bug: conv_os_thread_t_hex in ap_vrprintf, pair: (apr_thread_mutex_lock, conv_os_thread_t_hex), support: 80, confidence: 93.02%
bug: conv_os_thread_t_hex in ap_vrprintf, pair: (apr_thread_mutex_unlock, conv_os_thread_t_hex), support: 80, confidence: 93.02%
bug: conv_os_thread_t_hex in ap_vrprintf, pair: (conv_os_thread_t_hex, strrchr), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in handle_map_file, pair: (apr_cpystrn, conv_os_thread_t_hex), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in handle_map_file, pair: (apr_error_string, conv_os_thread_t_hex), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in handle_map_file, pair: (apr_thread_mutex_lock, conv_os_thread_t_hex), support: 80, confidence: 93.02%
bug: conv_os_thread_t_hex in handle_map_file, pair: (apr_thread_mutex_unlock, conv_os_thread_t_hex), support: 80, confidence: 93.02%
bug: conv_os_thread_t_hex in handle_map_file, pair: (conv_os_thread_t_hex, gai_strerror), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in handle_map_file, pair: (conv_os_thread_t_hex, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in handle_map_file, pair: (conv_os_thread_t_hex, strcpy), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in handle_map_file, pair: (conv_os_thread_t_hex, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in handle_multi, pair: (apr_cpystrn, conv_os_thread_t_hex), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in handle_multi, pair: (apr_error_string, conv_os_thread_t_hex), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in handle_multi, pair: (apr_thread_mutex_lock, conv_os_thread_t_hex), support: 80, confidence: 93.02%
bug: conv_os_thread_t_hex in handle_multi, pair: (apr_thread_mutex_unlock, conv_os_thread_t_hex), support: 80, confidence: 93.02%
bug: conv_os_thread_t_hex in handle_multi, pair: (conv_os_thread_t_hex, gai_strerror), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in handle_multi, pair: (conv_os_thread_t_hex, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in handle_multi, pair: (conv_os_thread_t_hex, strcpy), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in handle_multi, pair: (conv_os_thread_t_hex, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in index_directory, pair: (apr_error_string, conv_os_thread_t_hex), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in index_directory, pair: (apr_thread_mutex_lock, conv_os_thread_t_hex), support: 80, confidence: 93.02%
bug: conv_os_thread_t_hex in index_directory, pair: (apr_thread_mutex_unlock, conv_os_thread_t_hex), support: 80, confidence: 93.02%
bug: conv_os_thread_t_hex in index_directory, pair: (conv_os_thread_t_hex, gai_strerror), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in index_directory, pair: (conv_os_thread_t_hex, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in index_directory, pair: (conv_os_thread_t_hex, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in index_directory, pair: (__errno_location, conv_os_thread_t_hex), support: 76, confidence: 88.37%
bug: conv_os_thread_t_hex in process_command_config, pair: (apr_cpystrn, conv_os_thread_t_hex), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in process_command_config, pair: (apr_error_string, conv_os_thread_t_hex), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in process_command_config, pair: (conv_os_thread_t_hex, gai_strerror), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in process_command_config, pair: (conv_os_thread_t_hex, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in process_command_config, pair: (conv_os_thread_t_hex, strcpy), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in process_command_config, pair: (conv_os_thread_t_hex, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in process_command_config, pair: (conv_os_thread_t_hex, strrchr), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in process_command_config, pair: (__errno_location, conv_os_thread_t_hex), support: 76, confidence: 88.37%
bug: conv_os_thread_t_hex in vt_sdbm_del, pair: (apr_cpystrn, conv_os_thread_t_hex), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in vt_sdbm_del, pair: (apr_error_string, conv_os_thread_t_hex), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in vt_sdbm_del, pair: (conv_os_thread_t_hex, gai_strerror), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in vt_sdbm_del, pair: (conv_os_thread_t_hex, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in vt_sdbm_del, pair: (conv_os_thread_t_hex, strcpy), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in vt_sdbm_del, pair: (conv_os_thread_t_hex, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in vt_sdbm_del, pair: (conv_os_thread_t_hex, strrchr), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in vt_sdbm_fetch, pair: (apr_cpystrn, conv_os_thread_t_hex), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in vt_sdbm_fetch, pair: (apr_error_string, conv_os_thread_t_hex), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in vt_sdbm_fetch, pair: (conv_os_thread_t_hex, gai_strerror), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in vt_sdbm_fetch, pair: (conv_os_thread_t_hex, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in vt_sdbm_fetch, pair: (conv_os_thread_t_hex, strcpy), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in vt_sdbm_fetch, pair: (conv_os_thread_t_hex, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in vt_sdbm_fetch, pair: (conv_os_thread_t_hex, strrchr), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in vt_sdbm_firstkey, pair: (apr_cpystrn, conv_os_thread_t_hex), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in vt_sdbm_firstkey, pair: (apr_error_string, conv_os_thread_t_hex), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in vt_sdbm_firstkey, pair: (conv_os_thread_t_hex, gai_strerror), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in vt_sdbm_firstkey, pair: (conv_os_thread_t_hex, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in vt_sdbm_firstkey, pair: (conv_os_thread_t_hex, strcpy), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in vt_sdbm_firstkey, pair: (conv_os_thread_t_hex, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in vt_sdbm_firstkey, pair: (conv_os_thread_t_hex, strrchr), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in vt_sdbm_nextkey, pair: (apr_cpystrn, conv_os_thread_t_hex), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in vt_sdbm_nextkey, pair: (apr_error_string, conv_os_thread_t_hex), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in vt_sdbm_nextkey, pair: (conv_os_thread_t_hex, gai_strerror), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in vt_sdbm_nextkey, pair: (conv_os_thread_t_hex, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in vt_sdbm_nextkey, pair: (conv_os_thread_t_hex, strcpy), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in vt_sdbm_nextkey, pair: (conv_os_thread_t_hex, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in vt_sdbm_nextkey, pair: (conv_os_thread_t_hex, strrchr), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in vt_sdbm_store, pair: (apr_cpystrn, conv_os_thread_t_hex), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in vt_sdbm_store, pair: (apr_error_string, conv_os_thread_t_hex), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in vt_sdbm_store, pair: (conv_os_thread_t_hex, gai_strerror), support: 71, confidence: 82.56%
bug: conv_os_thread_t_hex in vt_sdbm_store, pair: (conv_os_thread_t_hex, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in vt_sdbm_store, pair: (conv_os_thread_t_hex, strcpy), support: 72, confidence: 83.72%
bug: conv_os_thread_t_hex in vt_sdbm_store, pair: (conv_os_thread_t_hex, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t_hex in vt_sdbm_store, pair: (conv_os_thread_t_hex, strrchr), support: 71, confidence: 82.56%
bug: conv_os_thread_t in ap_add_loaded_module, pair: (apr_cpystrn, conv_os_thread_t), support: 72, confidence: 83.72%
bug: conv_os_thread_t in ap_add_loaded_module, pair: (apr_error_string, conv_os_thread_t), support: 71, confidence: 82.56%
bug: conv_os_thread_t in ap_add_loaded_module, pair: (conv_os_thread_t, gai_strerror), support: 71, confidence: 82.56%
bug: conv_os_thread_t in ap_add_loaded_module, pair: (conv_os_thread_t, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t in ap_add_loaded_module, pair: (conv_os_thread_t, strcpy), support: 72, confidence: 83.72%
bug: conv_os_thread_t in ap_add_loaded_module, pair: (conv_os_thread_t, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t in ap_add_loaded_module, pair: (__errno_location, conv_os_thread_t), support: 76, confidence: 88.37%
bug: conv_os_thread_t in ap_escape_html, pair: (apr_cpystrn, conv_os_thread_t), support: 72, confidence: 83.72%
bug: conv_os_thread_t in ap_escape_html, pair: (apr_error_string, conv_os_thread_t), support: 71, confidence: 82.56%
bug: conv_os_thread_t in ap_escape_html, pair: (conv_os_thread_t, gai_strerror), support: 71, confidence: 82.56%
bug: conv_os_thread_t in ap_escape_html, pair: (conv_os_thread_t, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t in ap_escape_html, pair: (conv_os_thread_t, strcpy), support: 72, confidence: 83.72%
bug: conv_os_thread_t in ap_escape_html, pair: (conv_os_thread_t, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t in ap_escape_html, pair: (conv_os_thread_t, strrchr), support: 71, confidence: 82.56%
bug: conv_os_thread_t in ap_escape_html, pair: (__errno_location, conv_os_thread_t), support: 76, confidence: 88.37%
bug: conv_os_thread_t in ap_os_create_privileged_process, pair: (apr_cpystrn, conv_os_thread_t), support: 72, confidence: 83.72%
bug: conv_os_thread_t in ap_os_create_privileged_process, pair: (apr_error_string, conv_os_thread_t), support: 71, confidence: 82.56%
bug: conv_os_thread_t in ap_os_create_privileged_process, pair: (conv_os_thread_t, gai_strerror), support: 71, confidence: 82.56%
bug: conv_os_thread_t in ap_os_create_privileged_process, pair: (conv_os_thread_t, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t in ap_os_create_privileged_process, pair: (conv_os_thread_t, strcpy), support: 72, confidence: 83.72%
bug: conv_os_thread_t in ap_os_create_privileged_process, pair: (conv_os_thread_t, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t in ap_os_create_privileged_process, pair: (__errno_location, conv_os_thread_t), support: 76, confidence: 88.37%
bug: conv_os_thread_t in ap_parse_htaccess, pair: (apr_cpystrn, conv_os_thread_t), support: 72, confidence: 83.72%
bug: conv_os_thread_t in ap_parse_htaccess, pair: (apr_strerror, conv_os_thread_t), support: 78, confidence: 90.70%
bug: conv_os_thread_t in ap_parse_htaccess, pair: (conv_os_thread_t, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t in ap_parse_htaccess, pair: (conv_os_thread_t, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t in ap_parse_htaccess, pair: (__errno_location, conv_os_thread_t), support: 76, confidence: 88.37%
bug: conv_os_thread_t in apr_brigade_vprintf, pair: (apr_strerror, conv_os_thread_t), support: 78, confidence: 90.70%
bug: conv_os_thread_t in apr_brigade_vprintf, pair: (conv_os_thread_t, strrchr), support: 71, confidence: 82.56%
bug: conv_os_thread_t in apr_dbm_get_usednames, pair: (apr_error_string, conv_os_thread_t), support: 71, confidence: 82.56%
bug: conv_os_thread_t in apr_dbm_get_usednames, pair: (conv_os_thread_t, gai_strerror), support: 71, confidence: 82.56%
bug: conv_os_thread_t in apr_dbm_get_usednames, pair: (conv_os_thread_t, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t in apr_dbm_get_usednames, pair: (conv_os_thread_t, strcpy), support: 72, confidence: 83.72%
bug: conv_os_thread_t in apr_dbm_get_usednames, pair: (conv_os_thread_t, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t in apr_dbm_get_usednames, pair: (conv_os_thread_t, strrchr), support: 71, confidence: 82.56%
bug: conv_os_thread_t in apr_dbm_get_usednames, pair: (__errno_location, conv_os_thread_t), support: 76, confidence: 88.37%
bug: conv_os_thread_t in apr_dbm_open, pair: (apr_error_string, conv_os_thread_t), support: 71, confidence: 82.56%
bug: conv_os_thread_t in apr_dbm_open, pair: (conv_os_thread_t, gai_strerror), support: 71, confidence: 82.56%
bug: conv_os_thread_t in apr_dbm_open, pair: (conv_os_thread_t, hstrerror), support: 69, confidence: 80.23%
bug: conv_os_thread_t in apr_dbm_open, pair: (conv_os_thread_t, strcpy), support: 72, confidence: 83.72%
bug: conv_os_thread_t in apr_dbm_open, pair: (conv_os_thread_t, strerror_r), support: 69, confidence: 80.23%
bug: conv_os_thread_t in apr_dbm_open, pair: (conv_os_thread_t, strrchr), support: 71, confidence: 82.56%
bug: conv_os_thread_t in apr_dbm_open, pair: (__errno_location, conv_os_thread_t), support: 76, confidence: 88.37%
bug: conv_os_thread_t in apr_file_printf, pair: (apr_strerror, conv_os_thread_t), support: 78, confidence: 90.70%
bug: conv_os_thread_t in apr_file_printf, pair: (conv_os_thread_t, strrchr), support: 71, confidence: 82.56%
bug: conv_os_thread_t in apr_pvsprintf, pair: (apr_strerror, conv_os_thread_t), support: 78, confidence: 90.70%
bug: conv_os_thread_t in apr_pvsprintf, pair: (conv_os_thread_t, strrchr), support: 71, confidence: 82.56%
