bug: abort in add_browser, pair: (abort, apr_cpystrn), support: 17, confidence: 85.00%
bug: conv_os_thread_t_hex in ap_directory_walk, pair: (conv_os_thread_t_hex, hstrerror), support: 47, confidence: 94.00%
bug: conv_os_thread_t_hex in ap_directory_walk, pair: (conv_os_thread_t_hex, strerror_r), support: 47, confidence: 94.00%
bug: conv_os_thread_t_hex in ap_http_chunk_filter, pair: (apr_thread_mutex_lock, conv_os_thread_t_hex), support: 43, confidence: 86.00%
bug: conv_os_thread_t_hex in ap_http_chunk_filter, pair: (apr_thread_mutex_unlock, conv_os_thread_t_hex), support: 43, confidence: 86.00%
bug: conv_os_thread_t_hex in ap_regerror, pair: (apr_thread_mutex_lock, conv_os_thread_t_hex), support: 43, confidence: 86.00%
bug: conv_os_thread_t_hex in ap_regerror, pair: (apr_thread_mutex_unlock, conv_os_thread_t_hex), support: 43, confidence: 86.00%
bug: conv_os_thread_t_hex in ap_rprintf, pair: (apr_thread_mutex_lock, conv_os_thread_t_hex), support: 43, confidence: 86.00%
bug: conv_os_thread_t_hex in ap_rprintf, pair: (apr_thread_mutex_unlock, conv_os_thread_t_hex), support: 43, confidence: 86.00%
bug: conv_os_thread_t_hex in apr_strfsize, pair: (apr_strfsize, conv_os_thread_t_hex), support: 49, confidence: 98.00%
bug: conv_os_thread_t_hex in apr_strfsize, pair: (apr_thread_mutex_lock, conv_os_thread_t_hex), support: 43, confidence: 86.00%
bug: conv_os_thread_t_hex in apr_strfsize, pair: (apr_thread_mutex_unlock, conv_os_thread_t_hex), support: 43, confidence: 86.00%
bug: conv_os_thread_t_hex in apr_xml_parser_geterror, pair: (apr_thread_mutex_lock, conv_os_thread_t_hex), support: 43, confidence: 86.00%
bug: conv_os_thread_t_hex in apr_xml_parser_geterror, pair: (apr_thread_mutex_unlock, conv_os_thread_t_hex), support: 43, confidence: 86.00%
bug: conv_os_thread_t_hex in get_canned_error_string, pair: (apr_cpystrn, conv_os_thread_t_hex), support: 48, confidence: 96.00%
bug: conv_os_thread_t_hex in get_canned_error_string, pair: (apr_error_string, conv_os_thread_t_hex), support: 48, confidence: 96.00%
bug: conv_os_thread_t_hex in get_canned_error_string, pair: (conv_os_thread_t_hex, gai_strerror), support: 48, confidence: 96.00%
bug: conv_os_thread_t_hex in get_canned_error_string, pair: (conv_os_thread_t_hex, hstrerror), support: 47, confidence: 94.00%
bug: conv_os_thread_t_hex in get_canned_error_string, pair: (conv_os_thread_t_hex, strcpy), support: 49, confidence: 98.00%
bug: conv_os_thread_t_hex in get_canned_error_string, pair: (conv_os_thread_t_hex, strerror_r), support: 47, confidence: 94.00%
bug: conv_os_thread_t_hex in get_canned_error_string, pair: (__errno_location, conv_os_thread_t_hex), support: 48, confidence: 96.00%
bug: conv_os_thread_t_hex in handle_autoindex, pair: (apr_error_string, conv_os_thread_t_hex), support: 48, confidence: 96.00%
bug: conv_os_thread_t_hex in handle_autoindex, pair: (apr_thread_mutex_lock, conv_os_thread_t_hex), support: 43, confidence: 86.00%
bug: conv_os_thread_t_hex in handle_autoindex, pair: (apr_thread_mutex_unlock, conv_os_thread_t_hex), support: 43, confidence: 86.00%
bug: conv_os_thread_t_hex in handle_autoindex, pair: (conv_os_thread_t_hex, gai_strerror), support: 48, confidence: 96.00%
bug: conv_os_thread_t_hex in handle_autoindex, pair: (conv_os_thread_t_hex, hstrerror), support: 47, confidence: 94.00%
bug: conv_os_thread_t_hex in handle_autoindex, pair: (conv_os_thread_t_hex, strerror_r), support: 47, confidence: 94.00%
bug: conv_os_thread_t_hex in handle_autoindex, pair: (__errno_location, conv_os_thread_t_hex), support: 48, confidence: 96.00%
bug: conv_os_thread_t_hex in log_request_time, pair: (apr_thread_mutex_lock, conv_os_thread_t_hex), support: 43, confidence: 86.00%
bug: conv_os_thread_t_hex in log_request_time, pair: (apr_thread_mutex_unlock, conv_os_thread_t_hex), support: 43, confidence: 86.00%
bug: conv_os_thread_t in ap_directory_walk, pair: (apr_cpystrn, conv_os_thread_t), support: 48, confidence: 96.00%
bug: conv_os_thread_t in ap_directory_walk, pair: (conv_os_thread_t, hstrerror), support: 47, confidence: 94.00%
bug: conv_os_thread_t in ap_directory_walk, pair: (conv_os_thread_t, strerror_r), support: 47, confidence: 94.00%
bug: conv_os_thread_t in ap_http_chunk_filter, pair: (apr_thread_mutex_lock, conv_os_thread_t), support: 43, confidence: 86.00%
bug: conv_os_thread_t in ap_http_chunk_filter, pair: (apr_thread_mutex_unlock, conv_os_thread_t), support: 43, confidence: 86.00%
bug: conv_os_thread_t in ap_regerror, pair: (apr_thread_mutex_lock, conv_os_thread_t), support: 43, confidence: 86.00%
bug: conv_os_thread_t in ap_regerror, pair: (apr_thread_mutex_unlock, conv_os_thread_t), support: 43, confidence: 86.00%
bug: conv_os_thread_t in ap_rprintf, pair: (apr_thread_mutex_lock, conv_os_thread_t), support: 43, confidence: 86.00%
bug: conv_os_thread_t in ap_rprintf, pair: (apr_thread_mutex_unlock, conv_os_thread_t), support: 43, confidence: 86.00%
bug: conv_os_thread_t in apr_strfsize, pair: (apr_strfsize, conv_os_thread_t), support: 49, confidence: 98.00%
bug: conv_os_thread_t in apr_strfsize, pair: (apr_thread_mutex_lock, conv_os_thread_t), support: 43, confidence: 86.00%
bug: conv_os_thread_t in apr_strfsize, pair: (apr_thread_mutex_unlock, conv_os_thread_t), support: 43, confidence: 86.00%
bug: conv_os_thread_t in apr_xml_parser_geterror, pair: (apr_thread_mutex_lock, conv_os_thread_t), support: 43, confidence: 86.00%
bug: conv_os_thread_t in apr_xml_parser_geterror, pair: (apr_thread_mutex_unlock, conv_os_thread_t), support: 43, confidence: 86.00%
bug: conv_os_thread_t in get_canned_error_string, pair: (apr_cpystrn, conv_os_thread_t), support: 48, confidence: 96.00%
bug: conv_os_thread_t in get_canned_error_string, pair: (apr_error_string, conv_os_thread_t), support: 48, confidence: 96.00%
bug: conv_os_thread_t in get_canned_error_string, pair: (conv_os_thread_t, gai_strerror), support: 48, confidence: 96.00%
bug: conv_os_thread_t in get_canned_error_string, pair: (conv_os_thread_t, hstrerror), support: 47, confidence: 94.00%
bug: conv_os_thread_t in get_canned_error_string, pair: (conv_os_thread_t, strcpy), support: 49, confidence: 98.00%
bug: conv_os_thread_t in get_canned_error_string, pair: (conv_os_thread_t, strerror_r), support: 47, confidence: 94.00%
bug: conv_os_thread_t in get_canned_error_string, pair: (__errno_location, conv_os_thread_t), support: 48, confidence: 96.00%
bug: conv_os_thread_t in handle_autoindex, pair: (apr_error_string, conv_os_thread_t), support: 48, confidence: 96.00%
bug: conv_os_thread_t in handle_autoindex, pair: (apr_thread_mutex_lock, conv_os_thread_t), support: 43, confidence: 86.00%
bug: conv_os_thread_t in handle_autoindex, pair: (apr_thread_mutex_unlock, conv_os_thread_t), support: 43, confidence: 86.00%
bug: conv_os_thread_t in handle_autoindex, pair: (conv_os_thread_t, gai_strerror), support: 48, confidence: 96.00%
bug: conv_os_thread_t in handle_autoindex, pair: (conv_os_thread_t, hstrerror), support: 47, confidence: 94.00%
bug: conv_os_thread_t in handle_autoindex, pair: (conv_os_thread_t, strerror_r), support: 47, confidence: 94.00%
bug: conv_os_thread_t in handle_autoindex, pair: (__errno_location, conv_os_thread_t), support: 48, confidence: 96.00%
bug: conv_os_thread_t in log_request_time, pair: (apr_thread_mutex_lock, conv_os_thread_t), support: 43, confidence: 86.00%
bug: conv_os_thread_t in log_request_time, pair: (apr_thread_mutex_unlock, conv_os_thread_t), support: 43, confidence: 86.00%
bug: conv_p2 in ap_add_loaded_module, pair: (apr_cpystrn, conv_p2), support: 154, confidence: 90.59%
bug: conv_p2 in ap_add_loaded_module, pair: (conv_p2, hstrerror), support: 150, confidence: 88.24%
bug: conv_p2 in ap_add_loaded_module, pair: (conv_p2, strerror_r), support: 150, confidence: 88.24%
bug: conv_p2 in ap_directory_walk, pair: (apr_cpystrn, conv_p2), support: 154, confidence: 90.59%
bug: conv_p2 in ap_directory_walk, pair: (conv_p2, hstrerror), support: 150, confidence: 88.24%
bug: conv_p2 in ap_directory_walk, pair: (conv_p2, ntohl), support: 143, confidence: 84.12%
bug: conv_p2 in ap_directory_walk, pair: (conv_p2, strerror_r), support: 150, confidence: 88.24%
bug: conv_p2 in ap_escape_html, pair: (apr_cpystrn, conv_p2), support: 154, confidence: 90.59%
bug: conv_p2 in ap_escape_html, pair: (conv_p2, hstrerror), support: 150, confidence: 88.24%
bug: conv_p2 in ap_escape_html, pair: (conv_p2, strerror_r), support: 150, confidence: 88.24%
bug: conv_p2 in ap_http_chunk_filter, pair: (apr_thread_mutex_lock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in ap_http_chunk_filter, pair: (apr_thread_mutex_unlock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in ap_http_chunk_filter, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in ap_init_scoreboard, pair: (conv_p2, ntohl), support: 143, confidence: 84.12%
bug: conv_p2 in ap_limit_section, pair: (conv_p2, ntohl), support: 143, confidence: 84.12%
bug: conv_p2 in ap_mpm_pod_killpg, pair: (conv_p2, ntohl), support: 143, confidence: 84.12%
bug: conv_p2 in ap_mpm_pod_signal, pair: (conv_p2, ntohl), support: 143, confidence: 84.12%
bug: conv_p2 in ap_open_piped_log_ex, pair: (conv_p2, ntohl), support: 143, confidence: 84.12%
bug: conv_p2 in ap_os_create_privileged_process, pair: (apr_cpystrn, conv_p2), support: 154, confidence: 90.59%
bug: conv_p2 in ap_os_create_privileged_process, pair: (conv_p2, hstrerror), support: 150, confidence: 88.24%
bug: conv_p2 in ap_os_create_privileged_process, pair: (conv_p2, strerror_r), support: 150, confidence: 88.24%
bug: conv_p2 in ap_parse_vhost_addrs, pair: (conv_p2, ntohl), support: 143, confidence: 84.12%
bug: conv_p2 in ap_psignature, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in apr_brigade_printf, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in apr_brigade_vprintf, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in apr_dbd_get_driver, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in apr_dbd_prepare, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in apr_dbm_get_usednames, pair: (conv_p2, hstrerror), support: 150, confidence: 88.24%
bug: conv_p2 in apr_dbm_get_usednames, pair: (conv_p2, strerror_r), support: 150, confidence: 88.24%
bug: conv_p2 in apr_dbm_open, pair: (conv_p2, hstrerror), support: 150, confidence: 88.24%
bug: conv_p2 in apr_dbm_open, pair: (conv_p2, strerror_r), support: 150, confidence: 88.24%
bug: conv_p2 in ap_reclaim_child_processes, pair: (conv_p2, ntohl), support: 143, confidence: 84.12%
bug: conv_p2 in ap_regerror, pair: (apr_thread_mutex_lock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in ap_regerror, pair: (apr_thread_mutex_unlock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in ap_regerror, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in ap_relieve_child_processes, pair: (conv_p2, ntohl), support: 143, confidence: 84.12%
bug: conv_p2 in ap_remove_loaded_module, pair: (conv_p2, ntohl), support: 143, confidence: 84.12%
bug: conv_p2 in apr_file_printf, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in apr_memcache_delete, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in ap_rprintf, pair: (apr_thread_mutex_lock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in ap_rprintf, pair: (apr_thread_mutex_unlock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in ap_rprintf, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in apr_psprintf, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in apr_pvsprintf, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in apr_snprintf, pair: (apr_thread_mutex_lock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in apr_snprintf, pair: (apr_thread_mutex_unlock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in apr_snprintf, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in apr_strfsize, pair: (apr_thread_mutex_lock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in apr_strfsize, pair: (apr_thread_mutex_unlock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in apr_strfsize, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in apr_vformatter, pair: (apr_thread_mutex_lock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in apr_vformatter, pair: (apr_thread_mutex_unlock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in apr_vformatter, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in apr_vsnprintf, pair: (apr_thread_mutex_lock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in apr_vsnprintf, pair: (apr_thread_mutex_unlock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in apr_vsnprintf, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in apr_xml_parser_geterror, pair: (apr_thread_mutex_lock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in apr_xml_parser_geterror, pair: (apr_thread_mutex_unlock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in apr_xml_parser_geterror, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in ap_set_listener, pair: (conv_p2, ntohl), support: 143, confidence: 84.12%
bug: conv_p2 in ap_set_name_virtual_host, pair: (conv_p2, ntohl), support: 143, confidence: 84.12%
bug: conv_p2 in ap_setup_listeners, pair: (conv_p2, ntohl), support: 143, confidence: 84.12%
bug: conv_p2 in ap_setup_prelinked_modules, pair: (apr_cpystrn, conv_p2), support: 154, confidence: 90.59%
bug: conv_p2 in ap_setup_prelinked_modules, pair: (conv_p2, hstrerror), support: 150, confidence: 88.24%
bug: conv_p2 in ap_setup_prelinked_modules, pair: (conv_p2, strerror_r), support: 150, confidence: 88.24%
bug: conv_p2 in ap_ssi_parse_string, pair: (conv_p2, ntohl), support: 143, confidence: 84.12%
bug: conv_p2 in ap_vrprintf, pair: (apr_thread_mutex_lock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in ap_vrprintf, pair: (apr_thread_mutex_unlock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in ap_vrprintf, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in ap_xml_parse_input, pair: (apr_thread_mutex_lock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in ap_xml_parse_input, pair: (apr_thread_mutex_unlock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in conv_os_thread_t_hex, pair: (apr_cpystrn, conv_p2), support: 154, confidence: 90.59%
bug: conv_p2 in conv_os_thread_t_hex, pair: (apr_error_string, conv_p2), support: 166, confidence: 97.65%
bug: conv_p2 in conv_os_thread_t_hex, pair: (apr_thread_mutex_lock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in conv_os_thread_t_hex, pair: (apr_thread_mutex_unlock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in conv_os_thread_t_hex, pair: (conv_10, conv_p2), support: 168, confidence: 98.82%
bug: conv_p2 in conv_os_thread_t_hex, pair: (conv_p2, gai_strerror), support: 166, confidence: 97.65%
bug: conv_p2 in conv_os_thread_t_hex, pair: (conv_p2, hstrerror), support: 150, confidence: 88.24%
bug: conv_p2 in conv_os_thread_t_hex, pair: (conv_p2, ntohl), support: 143, confidence: 84.12%
bug: conv_p2 in conv_os_thread_t_hex, pair: (conv_p2, strchr), support: 168, confidence: 98.82%
bug: conv_p2 in conv_os_thread_t_hex, pair: (conv_p2, strcpy), support: 167, confidence: 98.24%
bug: conv_p2 in conv_os_thread_t_hex, pair: (conv_p2, strerror_r), support: 150, confidence: 88.24%
bug: conv_p2 in conv_os_thread_t_hex, pair: (conv_p2, strlen), support: 168, confidence: 98.82%
bug: conv_p2 in conv_os_thread_t_hex, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in conv_os_thread_t_hex, pair: (__ctype_b_loc, conv_p2), support: 168, confidence: 98.82%
bug: conv_p2 in conv_os_thread_t_hex, pair: (__isinf, conv_p2), support: 168, confidence: 98.82%
bug: conv_p2 in conv_os_thread_t_hex, pair: (__isinff, conv_p2), support: 168, confidence: 98.82%
bug: conv_p2 in conv_os_thread_t_hex, pair: (__isinfl, conv_p2), support: 168, confidence: 98.82%
bug: conv_p2 in conv_os_thread_t_hex, pair: (__isnan, conv_p2), support: 168, confidence: 98.82%
bug: conv_p2 in conv_os_thread_t_hex, pair: (__isnanf, conv_p2), support: 168, confidence: 98.82%
bug: conv_p2 in conv_os_thread_t_hex, pair: (__isnanl, conv_p2), support: 168, confidence: 98.82%
bug: conv_p2 in conv_p2_quad, pair: (apr_cpystrn, conv_p2), support: 154, confidence: 90.59%
bug: conv_p2 in conv_p2_quad, pair: (apr_error_string, conv_p2), support: 166, confidence: 97.65%
bug: conv_p2 in conv_p2_quad, pair: (apr_thread_mutex_lock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in conv_p2_quad, pair: (apr_thread_mutex_unlock, conv_p2), support: 151, confidence: 88.82%
bug: conv_p2 in conv_p2_quad, pair: (conv_10, conv_p2), support: 168, confidence: 98.82%
bug: conv_p2 in conv_p2_quad, pair: (conv_p2, gai_strerror), support: 166, confidence: 97.65%
bug: conv_p2 in conv_p2_quad, pair: (conv_p2, hstrerror), support: 150, confidence: 88.24%
bug: conv_p2 in conv_p2_quad, pair: (conv_p2, ntohl), support: 143, confidence: 84.12%
bug: conv_p2 in conv_p2_quad, pair: (conv_p2, strchr), support: 168, confidence: 98.82%
bug: conv_p2 in conv_p2_quad, pair: (conv_p2, strcpy), support: 167, confidence: 98.24%
bug: conv_p2 in conv_p2_quad, pair: (conv_p2, strerror_r), support: 150, confidence: 88.24%
bug: conv_p2 in conv_p2_quad, pair: (conv_p2, strlen), support: 168, confidence: 98.82%
bug: conv_p2 in conv_p2_quad, pair: (conv_p2, stuffbuffer), support: 139, confidence: 81.76%
bug: conv_p2 in conv_p2_quad, pair: (__ctype_b_loc, conv_p2), support: 168, confidence: 98.82%
bug: conv_p2 in conv_p2_quad, pair: (__isinf, conv_p2), support: 168, confidence: 98.82%
